koi_pdisposition,koi_score,koi_fpflag_ss,koi_fpflag_nt,koi_fpflag_ec,koi_fpflag_co,koi_depth,koi_period,koi_teq,koi_model_snr
CANDIDATE,0.956,0,0,0,0,476.0,85.6542476,522.0,36.6
CANDIDATE,1.0,0,0,0,0,935.5,19.32945602,529.0,26.8
CANDIDATE,0.991,0,0,0,0,414.2,17.79108667,830.0,39.8
CANDIDATE,1.0,0,0,0,0,645.3,3.290114076,802.0,30.3
FALSE POSITIVE,0.0,1,0,1,1,3657.8,2.0860757519999997,1845.0,102.2
CANDIDATE,1.0,0,0,0,0,5976.5,3.311864148,1116.0,448.2
CANDIDATE,0.994,0,0,0,0,671.3,63.0732241,1077.0,30.0
CANDIDATE,1.0,0,0,0,0,1871.8,2.422084188,1213.0,423.7
CANDIDATE,0.983,0,0,0,0,658.7,78.5461106,501.0,35.6
CANDIDATE,1.0,0,0,0,0,1125.3,16.92342126,702.0,40.8
CANDIDATE,1.0,0,0,0,0,648.0,5.47665801,741.0,32.1
CANDIDATE,1.0,0,0,0,0,308.3,4.5803461610000005,889.0,49.8
CANDIDATE,1.0,0,0,0,0,263.2,2.248288213,1127.0,59.7
CANDIDATE,1.0,0,0,0,0,249.3,6.76690759,781.0,29.7
CANDIDATE,1.0,0,0,0,0,635.0,34.1732156,465.0,38.9
CANDIDATE,1.0,0,0,0,0,1147.0,16.7364755,464.0,9.9
FALSE POSITIVE,0.0,1,0,0,0,2363.0,137.8645881,170.0,28.2
CANDIDATE,1.0,0,0,0,0,296.1,7.62635494,703.0,32.5
CANDIDATE,1.0,0,0,0,0,1196.4,8.710442022,760.0,42.6
CANDIDATE,1.0,0,0,0,0,1221.0,11.35010642,403.0,38.3
CANDIDATE,1.0,0,0,0,0,1269.6,109.4450597,340.0,30.1
CANDIDATE,0.998,0,0,0,0,659.8,7.56052209,914.0,34.6
CANDIDATE,1.0,0,0,0,0,788.4,12.12401737,675.0,40.1
CANDIDATE,1.0,0,0,0,0,384.6,9.38740646,575.0,22.3
CANDIDATE,1.0,0,0,0,0,150.4,7.41556471,622.0,11.8
FALSE POSITIVE,0.4,0,0,0,1,458.0,24.2101973,451.0,14.1
CANDIDATE,1.0,0,0,0,0,293.4,23.8990075,823.0,61.5
CANDIDATE,1.0,0,0,0,0,165.0,6.22161107,1101.0,29.0
CANDIDATE,1.0,0,0,0,0,750.5,6.17998508,814.0,29.0
CANDIDATE,1.0,0,0,0,0,147.2,1.569066598,1849.0,48.7
CANDIDATE,1.0,0,0,0,0,544.6,9.59068586,1087.0,40.0
CANDIDATE,1.0,0,0,0,0,836.7,7.03932913,1060.0,48.6
CANDIDATE,0.978,0,0,0,0,626.7,49.6075771,402.0,44.9
CANDIDATE,1.0,0,0,0,0,822.1,16.84183355,699.0,23.6
CANDIDATE,0.998,0,0,0,0,8510.5,7.340714946,1155.0,856.3
CANDIDATE,1.0,0,0,0,0,494.1,12.55111099,480.0,33.2
CANDIDATE,1.0,0,0,0,0,8538.0,3.003879547,1438.0,80.8
CANDIDATE,1.0,0,0,0,0,387.2,24.0884178,386.0,21.0
CANDIDATE,0.999,0,0,0,0,187.9,12.75800092,822.0,41.7
CANDIDATE,1.0,0,0,0,0,112.0,5.47033376,1090.0,32.7
CANDIDATE,1.0,0,0,0,0,695.1,6.51112385,1008.0,38.4
CANDIDATE,1.0,0,0,0,0,833.7,23.85163321,654.0,28.6
CANDIDATE,0.998,0,0,0,0,143.5,2.7140783739999996,1301.0,36.8
CANDIDATE,1.0,0,0,0,0,717.7,122.8799543,326.0,41.9
CANDIDATE,1.0,0,0,0,0,679.6,4.88753111,1003.0,17.4
CANDIDATE,0.994,0,0,0,0,119.7,6.14728341,770.0,26.8
CANDIDATE,1.0,0,0,0,0,706.7,2.8001112669999997,956.0,33.5
CANDIDATE,1.0,0,0,0,0,599.4,34.3511339,576.0,28.8
CANDIDATE,1.0,0,0,0,0,3868.7,3.4130363530000003,1200.0,480.7
CANDIDATE,1.0,0,0,0,0,285.8,3.00725068,1122.0,30.0
CANDIDATE,1.0,0,0,0,0,660.7,4.194496867,577.0,45.0
CANDIDATE,0.974,0,0,0,0,176.6,6.35585682,503.0,9.2
CANDIDATE,1.0,0,0,0,0,403.2,1.9703402030000001,1599.0,56.3
CANDIDATE,1.0,0,0,0,0,748.3,5.05821338,1168.0,43.2
CANDIDATE,1.0,0,0,0,0,965.8,26.85323647,544.0,53.3
CANDIDATE,0.987,0,0,0,0,167.6,25.0985083,656.0,21.3
CANDIDATE,0.995,0,0,0,0,699.3,34.2685741,477.0,38.2
CANDIDATE,1.0,0,0,0,0,733.8,5.75321539,920.0,31.8
CANDIDATE,1.0,0,0,0,0,203.9,5.50860699,934.0,38.2
CANDIDATE,1.0,0,0,0,0,684.0,18.93055119,766.0,26.2
FALSE POSITIVE,0.0,1,0,0,0,9207.9,42.94386258,520.0,273.0
CANDIDATE,0.991,0,0,0,0,388.7,22.06402,712.0,31.5
CANDIDATE,1.0,0,0,0,0,623.6,5.756245244,773.0,45.5
CANDIDATE,0.993,0,0,0,0,1532.1,148.4601819,285.0,33.7
CANDIDATE,1.0,0,0,0,0,270.4,0.934885365,2080.0,57.8
CANDIDATE,0.862,0,0,0,0,619.5,25.7626846,633.0,38.0
CANDIDATE,0.995,0,0,0,0,182.3,11.0317836,840.0,14.1
CANDIDATE,1.0,0,0,0,0,114.7,4.12511935,1016.0,21.6
CANDIDATE,1.0,0,0,0,0,987.0,4.22464216,1279.0,7.7
CANDIDATE,0.978,0,0,0,0,196.9,13.12162167,913.0,32.7
CANDIDATE,0.999,0,0,0,0,505.5,49.6220669,546.0,47.6
CANDIDATE,1.0,0,0,0,0,952.9,8.08801663,792.0,46.1
CANDIDATE,1.0,0,0,0,0,402.8,11.55103848,845.0,49.8
CANDIDATE,1.0,0,0,0,0,553.9,4.469754641000001,1103.0,37.1
CANDIDATE,1.0,0,0,0,0,313.6,15.77382794,955.0,30.4
CANDIDATE,1.0,0,0,0,0,260.8,6.56226483,1290.0,41.2
CANDIDATE,1.0,0,0,0,0,323.9,20.67876365,749.0,42.6
CANDIDATE,0.993,0,0,0,0,5671.1,50.79034648,612.0,508.8
CANDIDATE,1.0,0,0,0,0,271.2,9.59993246,967.0,52.0
CANDIDATE,0.933,0,0,0,0,63.3,2.0248205,1625.0,20.2
CANDIDATE,0.861,0,0,0,0,584.8,201.118319,300.0,34.7
CANDIDATE,1.0,0,0,0,0,458.7,24.7577652,644.0,37.6
CANDIDATE,1.0,0,0,0,0,336.6,12.7983174,908.0,38.2
CANDIDATE,1.0,0,0,0,0,911.6,10.13200555,574.0,37.6
CANDIDATE,1.0,0,0,0,0,695.2,38.505224,532.0,35.5
CANDIDATE,0.983,0,0,0,0,133.2,4.6126736,1294.0,34.3
CANDIDATE,0.999,0,0,0,0,540.6,8.67890312,905.0,37.4
CANDIDATE,1.0,0,0,0,0,500.1,39.3135699,540.0,33.8
CANDIDATE,1.0,0,0,0,0,401.2,5.94565516,568.0,28.5
CANDIDATE,1.0,0,0,0,0,364.7,1.52373073,818.0,34.1
CANDIDATE,0.998,0,0,0,0,7563.0,4.2253845430000005,1111.0,1457.8
CANDIDATE,0.997,0,0,0,0,432.2,60.0853848,485.0,51.7
CANDIDATE,0.99,0,0,0,0,541.6,43.0343364,484.0,50.0
CANDIDATE,0.999,0,0,0,0,854.9,46.2991052,592.0,55.0
CANDIDATE,0.862,0,0,0,0,625.5,88.6440015,391.0,57.6
CANDIDATE,0.999,0,0,0,0,436.7,35.01190875,603.0,34.0
CANDIDATE,1.0,0,0,0,0,644.9,16.57099265,614.0,40.9
CANDIDATE,1.0,0,0,0,0,377.5,16.00496657,1040.0,49.8
CANDIDATE,1.0,0,0,0,0,392.8,1.9545259659999998,1540.0,43.1
CANDIDATE,1.0,0,0,0,0,453.3,7.23400381,831.0,34.3
CANDIDATE,1.0,0,0,0,0,520.3,6.77408984,1058.0,33.6
CANDIDATE,1.0,0,0,0,0,5368.1,20.172024672,564.0,226.8
CANDIDATE,1.0,0,0,0,0,991.1,26.41044199,512.0,31.2
CANDIDATE,1.0,0,0,0,0,197.2,8.27745764,1088.0,17.3
CANDIDATE,1.0,0,0,0,0,251.1,14.37504582,786.0,15.7
CANDIDATE,1.0,0,0,0,0,403.7,6.31219171,1096.0,35.6
CANDIDATE,0.997,0,0,0,0,1267.1,147.97391,329.0,26.4
CANDIDATE,0.975,0,0,0,0,156.1,13.24503482,887.0,35.7
CANDIDATE,0.937,0,0,0,0,589.5,77.2550726,548.0,44.0
CANDIDATE,0.9,0,0,0,0,127.8,3.85690686,972.0,24.3
CANDIDATE,1.0,0,0,0,0,1586.3,116.3311739,323.0,31.5
CANDIDATE,1.0,0,0,0,0,581.1,6.31943553,986.0,61.0
CANDIDATE,1.0,0,0,0,0,538.1,12.20951755,791.0,45.5
CANDIDATE,1.0,0,0,0,0,216.7,3.07644709,1253.0,29.3
CANDIDATE,0.999,0,0,0,0,28.7,2.11913005,2090.0,21.5
CANDIDATE,0.999,0,0,0,0,123.3,68.958447,402.0,30.0
CANDIDATE,1.0,0,0,0,0,2431.4,18.79591276,852.0,282.3
CANDIDATE,0.986,0,0,0,0,658.7,63.0380366,465.0,53.1
CANDIDATE,1.0,0,0,0,0,141.8,9.69315023,1017.0,45.1
FALSE POSITIVE,0.0,0,0,1,1,351.1,8.48031229,952.0,37.3
CANDIDATE,0.999,0,0,0,0,346.2,56.1886436,503.0,35.6
CANDIDATE,1.0,0,0,0,0,529.7,6.92101452,619.0,39.9
CANDIDATE,1.0,0,0,0,0,262.5,3.27344784,625.0,34.0
CANDIDATE,0.999,0,0,0,0,185.1,15.3789014,1039.0,17.6
CANDIDATE,0.999,0,0,0,0,4033.5,134.4785189,412.0,149.9
CANDIDATE,0.999,0,0,0,0,4413.9,5.007414194,1114.0,196.6
FALSE POSITIVE,0.0,1,0,0,0,8052.3,24.68662378,1149.0,210.9
CANDIDATE,1.0,0,0,0,0,7320.0,98.7179332,360.0,124.4
CANDIDATE,0.933,0,0,0,0,5904.3,71.52543938,340.0,111.3
CANDIDATE,1.0,0,0,0,0,725.4,17.50441726,824.0,47.5
CANDIDATE,1.0,1,0,0,0,10184.0,1.72086129,1647.0,1654.9
CANDIDATE,1.0,0,0,0,0,649.2,33.7888028,611.0,36.0
CANDIDATE,1.0,0,0,0,0,158.0,3.215109385,1155.0,53.3
CANDIDATE,0.998,0,0,0,0,80.7,3.29276797,1458.0,40.8
CANDIDATE,0.999,0,0,0,0,199.2,13.72710334,1005.0,62.5
CANDIDATE,0.998,0,0,0,0,184.4,24.3110031,831.0,48.9
CANDIDATE,0.996,0,0,0,0,81.7,9.34145925,1143.0,29.4
CANDIDATE,1.0,0,0,0,0,287.3,4.97760447,1023.0,27.5
CANDIDATE,0.974,0,0,0,0,176.7,21.1285655,935.0,12.5
FALSE POSITIVE,0.0,1,0,0,0,263.8,24.4851178,1179.0,10.9
CANDIDATE,0.992,0,0,0,0,286.7,7.51854537,784.0,19.4
CANDIDATE,0.936,0,0,0,0,547.1,86.7490807,398.0,35.7
CANDIDATE,0.879,0,0,0,0,350.3,25.96190067,850.0,37.5
CANDIDATE,0.999,0,0,0,0,5128.7,130.3543929,369.0,103.7
CANDIDATE,1.0,1,0,0,0,10570.0,1.855557556,1436.0,1853.8
CANDIDATE,1.0,0,0,0,0,3876.1,3.2617598660000002,1262.0,190.4
FALSE POSITIVE,0.003,1,0,0,0,4843.0,3.3644255889999997,1106.0,32.0
CANDIDATE,1.0,0,0,0,0,908.0,16.78175788,545.0,118.8
CANDIDATE,1.0,0,0,0,0,1362.2,105.3035093,351.0,40.6
CANDIDATE,1.0,0,0,0,0,495.1,2.549562652,682.0,43.7
CANDIDATE,1.0,0,0,0,0,1110.0,13.96950181,387.0,37.0
CANDIDATE,1.0,0,0,0,0,430.0,5.21230171,537.0,29.3
CANDIDATE,1.0,0,0,0,0,1287.2,17.76076524,368.0,42.6
CANDIDATE,0.982,0,0,0,0,194.2,10.55840479,796.0,14.6
FALSE POSITIVE,0.0,1,0,0,0,8091.0,20.92735802,735.0,263.5
CANDIDATE,0.967,0,0,0,0,193.2,6.98800953,914.0,17.1
CANDIDATE,0.738,0,0,0,0,1210.2,105.3582299,204.0,22.6
CANDIDATE,0.944,0,0,0,0,322.7,22.8245144,946.0,15.9
CANDIDATE,0.999,0,0,0,0,845.6,49.1011093,498.0,39.7
CANDIDATE,0.989,0,0,0,0,130.0,7.05675145,1196.0,25.2
CANDIDATE,0.996,0,0,0,0,767.7,34.8536903,522.0,27.0
CANDIDATE,1.0,0,0,0,0,191.0,2.41434868,953.0,30.0
CANDIDATE,0.998,0,0,0,0,704.5,2.466070972,1260.0,42.6
CANDIDATE,1.0,0,0,0,0,257.0,4.30656389,1177.0,39.8
FALSE POSITIVE,0.0,1,0,0,0,3732.9,12.964717746,834.0,183.3
FALSE POSITIVE,0.46,1,0,0,0,11974.0,1.731079436,1541.0,36.2
CANDIDATE,1.0,0,0,0,0,3387.4,7.794302042999999,882.0,159.2
CANDIDATE,1.0,0,0,0,0,1355.9,14.5324483,664.0,16.5
CANDIDATE,1.0,0,0,0,0,601.2,5.248667607,1056.0,59.5
CANDIDATE,1.0,0,0,0,0,746.0,7.96431492,805.0,44.3
CANDIDATE,0.998,0,0,0,0,1257.5,92.7297248,276.0,43.3
CANDIDATE,1.0,1,0,0,0,20824.0,1.485710994,1562.0,1176.6
CANDIDATE,1.0,0,0,0,0,2212.3,30.5231459,506.0,38.7
CANDIDATE,0.989,0,0,0,0,2138.0,71.3116598,475.0,43.4
CANDIDATE,1.0,0,0,0,0,864.5,28.78270955,443.0,40.1
FALSE POSITIVE,0.0,1,0,0,0,3596.2,15.44428875,731.0,44.9
CANDIDATE,0.972,0,0,0,0,388.2,1.4112300230000001,1164.0,89.3
CANDIDATE,1.0,0,0,0,0,862.8,96.9151707,325.0,53.4
CANDIDATE,1.0,0,0,0,0,729.6,13.47472742,634.0,25.3
CANDIDATE,1.0,0,0,0,0,172.1,2.29503515,1304.0,11.6
CANDIDATE,1.0,0,0,0,0,483.3,27.495634,590.0,24.7
CANDIDATE,1.0,0,0,0,0,889.4,14.08826442,724.0,34.2
CANDIDATE,0.999,0,0,0,0,21340.0,3.905081685,1046.0,1315.8
CANDIDATE,0.996,0,0,0,0,1283.2,110.9643706,239.0,42.1
CANDIDATE,1.0,0,0,0,0,825.0,6.94135824,876.0,43.1
CANDIDATE,0.99,0,0,0,0,10458.0,17.276296682,538.0,871.4
CANDIDATE,1.0,0,0,0,0,570.2,31.7821117,528.0,21.6
CANDIDATE,1.0,0,0,0,0,341.6,4.36273233,1023.0,25.6
CANDIDATE,1.0,0,0,0,0,1251.5,18.6848377,402.0,41.2
CANDIDATE,1.0,0,0,0,0,505.5,7.41634701,547.0,20.6
CANDIDATE,1.0,0,0,0,0,457.9,9.91724268,903.0,38.8
CANDIDATE,0.854,0,0,0,0,1895.4,82.5341188,260.0,40.1
CANDIDATE,1.0,0,0,0,0,884.7,10.99470891,512.0,32.7
CANDIDATE,0.998,0,0,0,0,7690.0,124.03589939,413.0,190.1
FALSE POSITIVE,0.0,0,0,0,1,189.5,1.1948123290000001,1806.0,41.2
CANDIDATE,1.0,0,0,0,0,1122.1,10.84969477,676.0,43.5
CANDIDATE,1.0,0,0,0,0,499.3,12.18420006,819.0,23.3
CANDIDATE,1.0,0,0,0,0,558.4,3.76417012,908.0,27.2
CANDIDATE,1.0,0,0,0,0,412.1,5.92972237,972.0,8.9
CANDIDATE,1.0,0,0,0,0,402.7,12.2476121,763.0,6.8
CANDIDATE,0.999,0,0,0,0,621.9,13.59051547,724.0,27.7
CANDIDATE,0.99,0,0,0,0,539.8,46.8776724,484.0,37.5
CANDIDATE,0.972,0,0,0,0,868.3,89.1935737,483.0,43.5
CANDIDATE,0.371,0,0,0,0,398.7,13.09390911,752.0,62.2
CANDIDATE,0.404,0,0,0,0,225.5,4.915385452,1042.0,65.6
FALSE POSITIVE,0.0,0,1,0,0,1604.9,87.455958,728.0,118.9
FALSE POSITIVE,0.0,1,0,0,0,1384.3,0.805259257,2723.0,329.7
CANDIDATE,1.0,0,0,0,0,585.4,9.76785911,749.0,54.1
CANDIDATE,1.0,0,0,0,0,436.1,40.80957343,623.0,39.3
CANDIDATE,1.0,0,0,0,0,3157.4,22.08551599,352.0,48.5
CANDIDATE,1.0,0,0,0,0,578.4,1.151166776,957.0,83.7
FALSE POSITIVE,0.269,1,0,0,0,14523.0,4.693305543,1389.0,1765.2
CANDIDATE,1.0,0,0,0,0,6998.2,3.246732048,1459.0,775.0
FALSE POSITIVE,0.0,0,0,1,1,194.8,8.3606759,929.0,17.7
CANDIDATE,0.992,0,0,0,0,886.3,62.1385979,524.0,36.1
CANDIDATE,1.0,0,0,0,0,559.5,8.29482811,876.0,38.1
FALSE POSITIVE,0.0,1,0,0,1,1492.8,26.635216,536.0,30.6
CANDIDATE,1.0,0,0,0,0,391.2,17.84850835,888.0,43.5
CANDIDATE,0.998,0,0,0,0,362.2,26.1363443,782.0,38.1
CANDIDATE,0.996,0,0,0,0,143.3,11.1895709,1037.0,19.9
CANDIDATE,1.0,0,0,0,0,211.0,2.7579773839999997,1332.0,22.5
FALSE POSITIVE,0.0,1,0,0,0,51256.0,18.692860599,528.0,1281.9
CANDIDATE,1.0,0,0,0,0,501.4,14.80075082,1912.0,54.0
CANDIDATE,1.0,0,0,0,0,794.6,3.126861192,1391.0,94.6
FALSE POSITIVE,0.0,1,0,0,0,17860.0,87.24250316,390.0,335.2
CANDIDATE,1.0,0,0,0,0,2958.0,10.240611361000001,656.0,72.0
CANDIDATE,1.0,0,0,0,0,818.4,16.87725775,642.0,43.1
CANDIDATE,1.0,0,0,0,0,523.9,12.05705659,689.0,20.8
CANDIDATE,1.0,0,0,0,0,1160.2,28.26727385,517.0,42.1
CANDIDATE,1.0,0,0,0,0,314.4,3.770590654,1272.0,37.1
CANDIDATE,0.999,0,0,0,0,69.5,2.7073064,1709.0,31.7
FALSE POSITIVE,0.011,0,1,0,0,2407.5,23.11707222,548.0,61.2
CANDIDATE,0.989,0,0,0,0,451.4,4.77502117,926.0,16.7
CANDIDATE,0.894,0,0,0,0,2053.2,66.4159789,376.0,33.6
CANDIDATE,0.997,0,0,0,0,294.1,8.0103929,940.0,34.6
CANDIDATE,1.0,0,0,0,0,4921.1,5.69590202,1043.0,391.2
CANDIDATE,0.967,0,0,0,0,324.0,27.6666375,622.0,24.4
CANDIDATE,1.0,0,0,0,0,116.0,5.19559398,1085.0,16.0
CANDIDATE,0.998,0,0,0,0,1455.6,57.2488518,431.0,29.8
CANDIDATE,1.0,0,0,0,0,1028.8,37.0551726,498.0,23.2
CANDIDATE,1.0,0,0,0,0,300.4,16.33269981,591.0,17.5
CANDIDATE,1.0,0,0,0,0,147.7,10.05550267,694.0,13.6
CANDIDATE,1.0,0,0,0,0,637.3,9.30413878,583.0,24.2
CANDIDATE,1.0,0,0,0,0,358.5,4.33722007,996.0,47.9
CANDIDATE,0.973,0,0,0,0,124.4,1.653889476,1373.0,22.3
CANDIDATE,1.0,0,0,0,0,659.9,150.8783198,423.0,70.6
CANDIDATE,1.0,0,0,0,0,191.8,3.553831111,1292.0,77.4
CANDIDATE,1.0,0,0,0,0,146.3,1.6783263,1659.0,76.1
CANDIDATE,1.0,0,0,0,0,366.8,5.65378163,1020.0,37.8
CANDIDATE,1.0,0,0,0,0,186.3,5.99185827,1355.0,32.1
CANDIDATE,0.978,0,0,0,0,886.0,120.0183551,473.0,46.1
CANDIDATE,1.0,0,0,0,0,863.4,14.30517579,693.0,37.5
CANDIDATE,0.976,0,0,0,0,363.6,9.18189122,804.0,18.2
CANDIDATE,0.992,0,0,0,0,155.5,2.64622742,1082.0,8.4
CANDIDATE,1.0,0,0,0,0,1052.6,2.935362067,1022.0,38.0
CANDIDATE,0.999,0,0,0,0,134.2,13.53953595,1079.0,21.8
CANDIDATE,1.0,0,0,0,0,298.8,22.7082375,677.0,22.0
CANDIDATE,0.996,0,0,0,0,490.8,7.97033985,839.0,23.5
FALSE POSITIVE,0.0,0,0,0,1,226.3,5.33459393,627.0,14.7
CANDIDATE,1.0,0,0,0,0,834.0,8.49640437,702.0,21.8
CANDIDATE,0.998,0,0,0,0,560.5,66.1843646,436.0,21.3
CANDIDATE,1.0,0,0,0,0,287.5,2.032318856,1011.0,20.4
CANDIDATE,0.997,0,0,0,0,180.6,3.62275506,1304.0,22.3
CANDIDATE,0.998,0,0,0,0,360.5,2.892216772,794.0,23.9
CANDIDATE,0.996,0,0,0,0,1583.0,187.746606,267.0,20.2
CANDIDATE,0.999,0,0,0,0,152.0,2.543063763,1319.0,26.5
CANDIDATE,1.0,0,0,0,0,1134.3,3.177414601,997.0,113.7
CANDIDATE,1.0,0,0,0,0,466.9,2.168451063,1558.0,45.5
CANDIDATE,0.999,0,0,0,0,286.4,37.8154157,401.0,22.4
FALSE POSITIVE,0.0,0,0,0,1,224.9,53.5783052,357.0,15.4
CANDIDATE,0.973,0,0,0,0,781.8,6.69332825,609.0,23.4
CANDIDATE,0.993,0,0,0,0,825.2,33.1362861,357.0,16.3
CANDIDATE,0.993,0,0,0,0,382.2,7.72513619,581.0,10.5
CANDIDATE,1.0,0,0,0,0,1198.6,10.71253475,485.0,31.2
CANDIDATE,1.0,0,0,0,0,578.3,32.5635249,490.0,24.1
CANDIDATE,1.0,0,0,0,0,665.8,12.19140405,763.0,19.4
CANDIDATE,1.0,0,0,0,0,60.5,6.11784972,1211.0,25.8
CANDIDATE,0.997,0,0,0,0,206.0,3.97599629,936.0,27.3
CANDIDATE,1.0,0,0,0,0,274.1,7.68478504,830.0,21.4
FALSE POSITIVE,0.013,0,0,0,1,101.6,0.9905162820000001,2841.0,20.4
CANDIDATE,1.0,0,0,0,0,97.9,15.0447098,931.0,23.4
FALSE POSITIVE,0.056,0,0,0,1,439.6,29.0726293,614.0,20.9
CANDIDATE,0.999,0,0,0,0,234.8,1.118547814,1174.0,21.7
CANDIDATE,1.0,0,0,0,0,161.6,6.42199919,1000.0,25.4
CANDIDATE,1.0,0,0,0,0,430.8,9.75374033,813.0,18.9
CANDIDATE,0.979,0,0,0,0,715.5,81.3153052,393.0,20.7
CANDIDATE,0.998,0,0,0,0,692.3,51.3283527,546.0,34.7
CANDIDATE,1.0,0,0,0,0,383.7,19.7919389,736.0,22.8
CANDIDATE,1.0,0,0,0,0,791.0,62.8917493,384.0,22.6
CANDIDATE,0.998,0,0,0,0,944.9,14.87149773,391.0,27.3
CANDIDATE,0.992,0,0,0,0,613.1,2.732767897,687.0,27.0
FALSE POSITIVE,0.0,1,0,0,0,5448.7,119.8401019,255.0,83.7
CANDIDATE,1.0,0,0,0,0,797.9,9.61375316,931.0,108.6
CANDIDATE,0.962,0,0,0,0,309.5,29.9685917,644.0,26.5
CANDIDATE,0.999,0,0,0,0,341.9,33.2407985,486.0,20.4
FALSE POSITIVE,0.0,0,0,1,1,103.2,2.97600846,1892.0,25.9
CANDIDATE,0.991,0,0,0,0,292.5,15.18727049,789.0,21.4
CANDIDATE,0.999,0,0,0,0,689.1,28.6853212,547.0,23.8
FALSE POSITIVE,0.15,1,0,0,0,297.4,0.5880010529999999,1188.0,50.9
CANDIDATE,0.99,0,0,0,0,747.7,85.7357202,448.0,20.8
CANDIDATE,1.0,0,0,0,0,300.5,1.078389713,1667.0,23.6
CANDIDATE,0.998,0,0,0,0,76.3,5.03728033,1321.0,20.9
CANDIDATE,1.0,0,0,0,0,234.9,3.2897263189999997,1116.0,27.0
CANDIDATE,1.0,0,0,0,0,402.0,7.18644594,860.0,23.8
CANDIDATE,1.0,0,0,0,0,1093.7,15.94248453,616.0,34.3
CANDIDATE,1.0,0,0,0,0,1004.5,41.0081117,425.0,43.9
CANDIDATE,0.99,0,0,0,0,441.5,11.55562042,703.0,22.7
CANDIDATE,1.0,0,0,0,0,342.1,12.2885046,913.0,12.0
CANDIDATE,0.969,0,0,0,0,850.2,17.13263125,611.0,26.4
CANDIDATE,1.0,0,0,0,0,401.6,19.0231361,647.0,19.7
CANDIDATE,1.0,0,0,0,0,207.1,4.57948235,1040.0,20.0
CANDIDATE,1.0,0,0,0,0,491.1,1.003931703,1419.0,25.2
FALSE POSITIVE,0.0,1,0,0,0,389.5,0.614083885,2603.0,36.4
CANDIDATE,0.998,0,0,0,0,879.6,55.8224775,379.0,23.7
FALSE POSITIVE,0.036,0,1,0,0,26.6,1.34145255,3015.0,31.2
CANDIDATE,0.999,0,0,0,0,59.7,6.11010439,1125.0,11.8
FALSE POSITIVE,0.007,1,0,0,0,1321.9,4.286866229,1217.0,167.3
CANDIDATE,1.0,0,0,0,0,352.8,10.27380957,799.0,19.2
CANDIDATE,1.0,0,0,0,0,48.9,13.39155154,1180.0,24.5
CANDIDATE,1.0,0,0,0,0,39.5,5.62904396,1576.0,32.2
CANDIDATE,1.0,0,0,0,0,37.3,8.2562857,1387.0,18.2
CANDIDATE,1.0,0,0,0,0,872.2,12.33087921,671.0,28.3
CANDIDATE,1.0,0,0,0,0,684.0,4.421566535,729.0,31.9
CANDIDATE,0.999,0,0,0,0,1313.1,15.72585941,602.0,32.7
CANDIDATE,1.0,0,0,0,0,200.0,1.2527538809999998,2199.0,40.5
CANDIDATE,1.0,0,0,0,0,699.9,13.36019864,520.0,21.3
CANDIDATE,0.978,0,0,0,0,367.1,76.957056,451.0,26.5
CANDIDATE,1.0,0,0,0,0,1211.8,14.97974335,620.0,33.2
CANDIDATE,0.975,0,0,0,0,1825.9,33.35859852,459.0,32.2
CANDIDATE,1.0,0,0,0,0,460.2,8.84784273,479.0,21.1
CANDIDATE,0.999,0,0,0,0,988.4,9.98970266,705.0,24.1
CANDIDATE,1.0,0,0,0,0,634.4,5.63252508,844.0,70.9
CANDIDATE,1.0,0,0,0,0,166.0,1.442592305,2700.0,27.1
CANDIDATE,0.997,0,0,0,0,246.8,14.17222858,873.0,24.5
CANDIDATE,0.991,0,0,0,0,81.0,4.92031063,1242.0,17.7
CANDIDATE,0.973,0,0,0,0,411.9,56.4931698,681.0,31.8
CANDIDATE,1.0,0,0,0,0,765.2,13.82142084,560.0,75.3
FALSE POSITIVE,0.006,0,0,0,1,136.4,2.30367952,1384.0,18.9
CANDIDATE,1.0,0,0,0,0,413.3,5.78387049,1051.0,20.7
CANDIDATE,0.997,0,0,0,0,771.8,11.08507658,665.0,17.7
CANDIDATE,1.0,0,0,0,0,242.1,0.571038347,1897.0,38.2
CANDIDATE,1.0,0,0,0,0,239.6,8.77425786,771.0,22.3
FALSE POSITIVE,0.0,0,1,0,0,294.8,4.51005082,1063.0,21.5
CANDIDATE,1.0,0,0,0,0,427.4,37.6468519,787.0,31.0
CANDIDATE,1.0,0,0,0,0,533.8,29.4557841,598.0,26.6
CANDIDATE,1.0,0,0,0,0,2232.1,12.466004437,897.0,304.6
CANDIDATE,1.0,0,0,0,0,587.0,2.3617244719999997,922.0,34.6
CANDIDATE,0.991,0,0,0,0,293.7,34.7630543,554.0,24.0
CANDIDATE,0.998,0,0,0,0,305.4,20.0545282,755.0,26.9
CANDIDATE,1.0,0,0,0,0,325.4,3.17059731,1080.0,20.1
CANDIDATE,1.0,0,0,0,0,287.6,27.0142622,677.0,25.5
CANDIDATE,0.998,0,0,0,0,155.3,12.50945798,875.0,16.0
CANDIDATE,1.0,0,0,0,0,1164.4,26.0203329,675.0,23.7
CANDIDATE,0.995,0,0,0,0,109.6,0.769854899,1650.0,28.7
CANDIDATE,1.0,0,0,0,0,214.4,6.89226333,1156.0,22.4
CANDIDATE,0.999,0,0,0,0,318.2,8.07127043,856.0,16.9
CANDIDATE,1.0,0,0,0,0,545.7,11.01819178,840.0,22.0
